t010100_3040	Saaren maat saroin jaettu	skvr03103090,skvr03106140,skvr03106170
t060500_2380	Synnytys	skvr01224530,skvr01224540,skvr01224550,skvr01209410,skvr01209430,skvr01209440,skvr01209450,skvr01209460,skvr01209470,skvr01209480,skvr01209490,skvr01209500,skvr01209510,skvr01209520,skvr01209530,skvr01209540,skvr01209550,skvr01209560,skvr01209580,skvr01209590,skvr01209600,skvr01209610,skvr01209620,skvr01209630,skvr01209640,skvr01209650,skvr01209660,skvr01209680,skvr01209690,skvr01209700,skvr01209710,skvr01209720,skvr01209730,skvr01209740,skvr01209750,skvr01209760,skvr01209770,skvr01209780,skvr01209790,skvr01209800,skvr01209810,skvr01209820,skvr01209830,skvr01209840,skvr01209850,skvr02109200,skvr02109210,skvr02109220,skvr02109230,skvr02109240,skvr02109251,skvr02109250,skvr02109260,skvr02109271,skvr02109272,skvr02109270,skvr02109280,skvr02109290,skvr03145040,skvr03145050,skvr03145060,skvr03145070,skvr03145080,skvr03145090,skvr03145100,skvr03145110,skvr03145120,skvr04144260,skvr04144270,skvr04144280,skvr04144290,skvr04144300,skvr04144310,skvr04144320,skvr04144330,skvr04144340,skvr09303150,skvr09303160,skvr09303170,skvr09404110,skvr09404120,skvr09404130,skvr09404140,skvr09404150,skvr09404160,skvr09404170,skvr09404180,skvr09404190,skvr09404200,skvr09404210,skvr09404220,skvr09404230,skvr09404240,skvr05226630,skvr05226640,skvr05226650,skvr05226660,skvr05226670,skvr05226680,skvr05226690,skvr05226710,skvr05313220,skvr05313230,skvr05313240,skvr06133940,skvr06134430,skvr06140760,skvr06146330,skvr06146340,skvr06146350,skvr06146360,skvr06146370,skvr06146380,skvr06146390,skvr06146400,skvr06146410,skvr06146420,skvr06146430,skvr06146440,skvr06146450,skvr06146460,skvr06146470,skvr06146480,skvr06146490,skvr06146500,skvr06146510,skvr06146530,skvr06146540,skvr06146550,skvr06146560,skvr06146570,skvr06146580,skvr06146590,skvr06146600,skvr06146610,skvr06146620,skvr06146630,skvr06146640,skvr06146650,skvr06173641,skvr06173642,skvr07218690,skvr07230060,skvr07230070,skvr07230080,skvr07230100,skvr07230110,skvr07230120,skvr07230130,skvr07230140,skvr07230160,skvr07230170,skvr07230180,skvr07230190,skvr07230200,skvr07230210,skvr07230220,skvr07230230,skvr07230240,skvr07230250,skvr07230260,skvr07230270,skvr07230280,skvr07230290,skvr07230300,skvr07230310,skvr07230320,skvr07230330,skvr07230340,skvr07230350,skvr07230360,skvr07230370,skvr07230380,skvr07230390,skvr07230400,skvr07230410,skvr07230420,skvr07230430,skvr07230440,skvr07230450,skvr07230460,skvr07230470,skvr07230480,skvr07230490,skvr07230500,skvr07230510,skvr07230520,skvr07230530,skvr07230540,skvr07230550,skvr07230560,skvr07230570,skvr07230580,skvr07230590,skvr07230600,skvr07230610,skvr07230620,skvr07230630,skvr07230640,skvr07230650,skvr07230660,skvr07230670,skvr07230680,skvr07230690,skvr07303760,skvr10134160,skvr10134170,skvr10134180,skvr10134190,skvr10134200,skvr10134210,skvr11108630,skvr11108640,skvr11108650,skvr12160620,skvr12162020,skvr12162030,skvr12162040,skvr12162050,skvr12162060,skvr12162070,skvr12162080,skvr12162090,skvr12162100,skvr12162120,skvr12162130,skvr12162140,skvr12162150,skvr12162160,skvr12162170,skvr12162180,skvr12162190,skvr12162200,skvr12162210,skvr12162220,skvr12162230,skvr12162240,skvr12162250,skvr12162260,skvr12162270,skvr12162280,skvr12162290,skvr12162300,skvr12162310,skvr12162320,skvr12162330,skvr12162340,skvr12162350,skvr12162360,skvr12162370,skvr12162380,skvr12162390,skvr12162400,skvr12176201,skvr12176200,skvr12176211,skvr12176210,skvr12176221,skvr12176220,skvr13094660,skvr13094670,skvr13094680,skvr13094690,skvr13094710,skvr13094720,skvr13094730,skvr13094740,skvr13094750,skvr13094760,skvr13094780,skvr13094790,skvr13094800,skvr13094810,skvr13094820,skvr13094830,skvr13094840,skvr13094850,skvr13094860,skvr13094870,skvr13094880,skvr13094890,skvr13094900,skvr13094910,skvr13094920,skvr13094930,skvr13094940,skvr13094950,skvr13099460,skvr14124330,skvr14124340,skvr15103650,skvr15103660,skvr15103670
t060500_2390	Synnytyskipujen siirto miehelle	skvr12162440,skvr12162450,skvr12162460,skvr12162470
t060500_2400	Synnytyssaunan lämmitys	skvr12176190
t060500_2410	Syyhy	skvr01209860,skvr01209870,skvr01209880,skvr01209890,skvr03145580,skvr09305400,skvr09305410,skvr09305420,skvr09305430,skvr09305440,skvr09305450,skvr09405770,skvr09405780,skvr09405790,skvr09405800,skvr06142930,skvr06142940,skvr06173161,skvr07230700,skvr07230710,skvr08102640,skvr08102650,skvr08102660,skvr10137850,skvr10137860,skvr10137870,skvr10137880,skvr10137890,skvr10154930,skvr10154940,skvr12162480,skvr12162490,skvr12162500,skvr12162510,skvr12162520,skvr12162530,skvr12162540,skvr12162550,skvr12162560,skvr12186650,skvr13094960,skvr13130340,skvr14124320
t060500_2420	Syylä	skvr01209900,skvr02113740,skvr02113750,skvr03145590,skvr09305460,skvr09305470,skvr09305480,skvr09305490,skvr09305500,skvr09305510,skvr09305520,skvr09305530,skvr09305540,skvr09305550,skvr09305560,skvr09305570,skvr09305580,skvr09305590,skvr09305600,skvr09305610,skvr09305620,skvr09305630,skvr09305640,skvr09305650,skvr09305660,skvr09305670,skvr09305680,skvr09305690,skvr09305700,skvr09305710,skvr09305720,skvr09305730,skvr09305740,skvr09305750,skvr09305760,skvr09305770,skvr09305780,skvr09305790,skvr09305800,skvr09305810,skvr09305820,skvr09305830,skvr09405810,skvr09405820,skvr09405830,skvr09405840,skvr09405850,skvr09405860,skvr09405870,skvr05226350,skvr06142440,skvr06142450,skvr06142460,skvr06142470,skvr06142480,skvr06142490,skvr06142500,skvr06142510,skvr06142520,skvr06142530,skvr06142550,skvr06173122,skvr06173130,skvr06173140,skvr06173150,skvr07222100,skvr07222110,skvr07222120,skvr07222130,skvr07222140,skvr07222150,skvr08102670,skvr08102680,skvr08102690,skvr08102700,skvr08102710,skvr08102720,skvr08102730,skvr08102740,skvr08102750,skvr08102760,skvr08102770,skvr08102780,skvr08102790,skvr08102800,skvr08102810,skvr08102820,skvr08102830,skvr08102840,skvr08102850,skvr08102860,skvr08102870,skvr08102880,skvr08102890,skvr08102900,skvr08102910,skvr08102920,skvr08102930,skvr08102940,skvr08102950,skvr08102960,skvr08102970,skvr08102980,skvr08102990,skvr08103000,skvr08103010,skvr08103020,skvr08103030,skvr08103040,skvr08144880,skvr08144890,skvr08144900,skvr08144910,skvr08144920,skvr08144930,skvr08144940,skvr08144950,skvr08144960,skvr10137000,skvr10137010,skvr10137020,skvr10137030,skvr10137040,skvr10137050,skvr10137060,skvr10137070,skvr10137080,skvr10137090,skvr10137100,skvr10137110,skvr10137120,skvr10137130,skvr10137140,skvr10137150,skvr10137160,skvr10137170,skvr10137180,skvr10137190,skvr10137200,skvr10137210,skvr10137220,skvr10137230,skvr10137240,skvr10137250,skvr10137260,skvr10137270,skvr10137280,skvr10137290,skvr10137300,skvr10137310,skvr10137320,skvr10137330,skvr10137340,skvr10137350,skvr10137360,skvr10137370,skvr10137380,skvr10137390,skvr10137400,skvr10137410,skvr10137420,skvr10137430,skvr10137440,skvr10137450,skvr10137460,skvr10137470,skvr10137480,skvr10137490,skvr10137500,skvr10137510,skvr10137520,skvr10137530,skvr10137540,skvr10137550,skvr10137560,skvr10137570,skvr10137580,skvr10137590,skvr10137600,skvr10137611,skvr10137610,skvr10154950,skvr10154960,skvr10154970,skvr10154980,skvr11110260,skvr11110270,skvr11110280,skvr11110290,skvr11110300,skvr11110310,skvr11110320,skvr11110330,skvr11110340,skvr11110350,skvr11110360,skvr11110370,skvr11110380,skvr11127080,skvr12157060,skvr12157070,skvr12162570,skvr12162580,skvr12162590,skvr12162600,skvr12162610,skvr12162620,skvr12162630,skvr12162640,skvr12162650,skvr12162660,skvr12162670,skvr12162680,skvr12162690,skvr12162700,skvr12162710,skvr12186660,skvr13090590,skvr13130350,skvr14124360,skvr14124370,skvr14124380,skvr14124390,skvr14124400,skvr14124410,skvr14124420,skvr14124430,skvr14124440
t060500_2430	Syylän nostatus	skvr10137620,skvr10137630
t060500_2440	Syöjä	skvr01209910,skvr01209920,skvr01209930,skvr04145040
t060500_2450	Syöjäluu	skvr03145600
t060500_2460	Syöpä	skvr13094970
t060600_0110	Sairaan pujotus halaistun pihlajan lävitse	skvr12154010
t060700_0380	Saalista nylkiessä	skvr01211790
t060700_0390	Saukon metsästys	skvr01212950,skvr02109660,skvr02109670,skvr07234170,skvr07234180,skvr07234190,skvr07234200,skvr07234210,skvr12165810,skvr12165820,skvr15103380
t060700_0400	Suden metsästys	skvr06149270,skvr06149280,skvr07234040,skvr11119270
t060800_0250	Suuren kalan saanti	skvr01213450,skvr12167150
t060900_0560	Sadon toivotuksia uutena vuotena	skvr06160110,skvr06176170
t060900_0570	Sateen toivotus	skvr01217530,skvr01224990,skvr03140590,skvr09414410,skvr06160340,skvr06160350,skvr06176292,skvr06176290,skvr08106270,skvr10153040,skvr10153050,skvr11124940,skvr12175090,skvr13103290,skvr13103300,skvr13103310,skvr13103320,skvr14128450,skvr15103610
t061000_1860	Sian astutus	skvr06158110
t061000_1870	Sian kotiin huuto	skvr06175710
t061000_1880	Sian sanat	skvr06158040,skvr12174370,skvr12174380
t061000_1890	Sian tappaminen	skvr12174400
t061000_1900	Siat pysyvät aitauksessa	skvr06156260,skvr06158070,skvr06158080,skvr06158090,skvr06158100,skvr07244260,skvr11122400,skvr12174390,skvr13098860,skvr13131590
t061000_1910	Siat saadaan syömään	skvr09312141
t061000_1920	Sika aitomukseksi	skvr06175714
t061000_1930	Sika pysyy metsälaitumella	skvr06156320,skvr06175461
t061000_1940	Sikaa teurastettaessa	skvr06175720,skvr07303450,skvr13098870,skvr13131610,skvr13131620,skvr13131630
t061000_1950	Sikoja laitumelle laskettaessa	skvr08105200,skvr08105210,skvr08105220,skvr08105230,skvr10145750
t061000_1960	Sikojen menestykseksi	skvr01217210,skvr09312140,skvr06158050,skvr06158060,skvr06175711,skvr07303410,skvr07303420,skvr07303430,skvr07303440
t061000_1970	Sisiliskon karkotus navetasta	skvr13131130
t061000_1980	Siunaus ennen navettaan astumista	skvr02113880
t061000_1990	Suden nostattaminen toisen karjaan	skvr06154580,skvr06154590,skvr06157140,skvr06175140,skvr07239080,skvr07239090,skvr07239100,skvr07239110,skvr10144920,skvr10155410,skvr10155420,skvr11120570,skvr12169320,skvr12169330,skvr12169340,skvr12169350,skvr13098470,skvr13131470,skvr13131480
t061000_2000	Suolan keitto laskiaisena	skvr12167170,skvr12167180,skvr12167190
t061000_2010	Sutta vastaan	skvr01215000,skvr01215010,skvr01215020,skvr02109950,skvr03145800,skvr03145820,skvr04122300,skvr04145070,skvr04145080,skvr04145090,skvr04145110,skvr04145130,skvr04145140,skvr04145170,skvr09311070,skvr09311110,skvr09311120,skvr09311130,skvr09311150,skvr09311160,skvr09311170,skvr09311180,skvr09311190,skvr09311200,skvr09311210,skvr09311240,skvr09311250,skvr09311260,skvr09311290,skvr09311310,skvr09311330,skvr09311350,skvr09413000,skvr09413020,skvr09413120,skvr09413131,skvr05226520,skvr05226530,skvr05313350,skvr06153140,skvr06153220,skvr06153360,skvr06153420,skvr06153540,skvr06154390,skvr06154420,skvr06154540,skvr06154550,skvr06154560,skvr06154570,skvr06154600,skvr06154610,skvr06154620,skvr06154630,skvr06154640,skvr06154660,skvr06156560,skvr06156570,skvr06156580,skvr06156590,skvr06174931,skvr06175010,skvr06175040,skvr06175050,skvr07237900,skvr07237940,skvr07238070,skvr07238270,skvr07238280,skvr07238310,skvr07239330,skvr07239340,skvr07303160,skvr07303220,skvr07303260,skvr07303270,skvr07303330,skvr08104810,skvr08104830,skvr10140990,skvr10141400,skvr10142380,skvr10142390,skvr10142400,skvr10142420,skvr10142430,skvr10142440,skvr10142450,skvr10142460,skvr10142470,skvr10142480,skvr10142490,skvr10142510,skvr10142520,skvr10142530,skvr10142540,skvr10142550,skvr10142560,skvr10142580,skvr10142590,skvr10142600,skvr10142610,skvr10142620,skvr10142630,skvr10142640,skvr10142650,skvr10142660,skvr10142700,skvr10142710,skvr10142760,skvr10142821,skvr10142880,skvr10142890,skvr10142900,skvr10142910,skvr10142921,skvr10142930,skvr10142960,skvr10142970,skvr10142980,skvr10142990,skvr10143011,skvr10143010,skvr10143020,skvr10143040,skvr10143050,skvr10143070,skvr10143101,skvr10155350,skvr10155360,skvr10155370,skvr11120080,skvr11120100,skvr11120130,skvr11120150,skvr11120160,skvr11120190,skvr11120200,skvr11120560,skvr11120580,skvr11120590,skvr11120600,skvr11120610,skvr11120620,skvr11120630,skvr11120640,skvr11120650,skvr11120660,skvr11120670,skvr11120680,skvr11120690,skvr11120700,skvr11120710,skvr11120720,skvr11120730,skvr12169220,skvr12169230,skvr12169240,skvr12169250,skvr12169260,skvr12169270,skvr12169280,skvr12169290,skvr12169300,skvr12169310,skvr12169360,skvr13089560,skvr13089620,skvr13096870,skvr13097160,skvr13098460,skvr13130820,skvr13130830,skvr13130840,skvr14122700,skvr14125280,skvr14125490,skvr14125500
t061000_2020	Syöpäläisten karkotus navetasta	skvr01216190,skvr01216200,skvr01216210,skvr06156910,skvr06156920,skvr07240770,skvr12167240
t061100_0700	Sairaan hevosen parantaminen	skvr09312550,skvr09414030,skvr08145330,skvr10145770
t061100_0710	Sairaan lampaan parantaminen	skvr09414040,skvr06174841,skvr07244090,skvr13098820
t061100_0720	Sammakon jäljen parantaminen lehmästä	skvr04143460
t061100_0730	Siikasen sanat eläimelle	skvr09409920
t061100_0740	Sika pilataan syömättömäksi	skvr08105410
t061100_0750	Sikoja salvettaessa	skvr01217370,skvr07243810,skvr08105240,skvr13098880,skvr13131600
t061100_0760	Sorkkatauti	skvr12173101
t061100_0770	Suden pureman parantaminen karjasta	skvr03145930,skvr06154650,skvr06174820,skvr07242260,skvr13097380
t061100_0780	Syöpäläisten karkotus karjasta	skvr09413460,skvr06157190,skvr07242280
t061200_0210	Sulhasen petollisuuden selville ottaminen	skvr10149560
t061400_0090	Sotaan lähtiessä	skvr01110070,skvr01111740,skvr01220830,skvr01220840,skvr01220850,skvr01220860,skvr01220870,skvr01220880,skvr01220890,skvr01220900,skvr02110940,skvr06163910,skvr06163920,skvr06163930,skvr06163940,skvr06163950,skvr06163960,skvr06163970,skvr06163980,skvr06163990,skvr06164000,skvr06164010,skvr06164020,skvr06164030,skvr07236550,skvr07252430,skvr07252440,skvr07252450,skvr07252460,skvr12179130,skvr12179140,skvr12179150,skvr12179160,skvr12179170,skvr12179180,skvr12179190,skvr12179200,skvr12179210,skvr12179220,skvr12179230,skvr12179240,skvr12179250,skvr12179260,skvr12179270
t061500_0830	Saidan kiroaminen	skvr09316020
t061500_0840	Sano totta saraheinä	skvr09400320,skvr06163360,skvr06163370,skvr06163380,skvr06163390,skvr06163400,skvr06163410,skvr06163420,skvr06163450,skvr10152122,skvr13134260,skvr13134270,skvr13134280
t061500_0850	Sateenkaaren karkottaminen	skvr13101080,skvr13101090,skvr13101100,skvr13101110,skvr13101120,skvr13132850
t061500_0860	Sateenkaaren kasvattaminen	skvr13132840,skvr13132860
t061500_0870	Sateenkaaren sanat	skvr10151660
t061500_0880	Satiaisia vastaan	skvr06142950,skvr07229200,skvr12178330,skvr12178340,skvr12178350,skvr15103720
t061500_0890	Sauna ei lämpeä	skvr06141160
t061500_0900	Saunassa	skvr01219440,skvr01219470,skvr01219480,skvr01219490,skvr01219500,skvr01225430,skvr02110900,skvr02113540,skvr02113550,skvr04145480,skvr06162650,skvr06162660,skvr06162670,skvr06162680,skvr06162690,skvr06162700,skvr06162710,skvr06162720,skvr06162730,skvr06173850,skvr07250870,skvr08145770,skvr08106900,skvr08106910,skvr08106920,skvr08106930,skvr08106940,skvr08106950,skvr12153350,skvr12153970,skvr13100500,skvr13100510,skvr13092300,skvr13129620,skvr13129630,skvr13129640,skvr13129660,skvr13129670,skvr14127080
t061500_0910	Saunavettä lämmittäessä	skvr01219451,skvr01219450,skvr01219460,skvr07250880,skvr07250890,skvr07250900,skvr10150300
t061500_0920	Seudulta pois lähtiessä	skvr02110961
t061500_0930	Silmän syyhyäminen	skvr11124740
t061500_0940	Sirkkojen karkottaminen	skvr10150840
t061500_0950	Sirkkojen taikominen kiukaaseen	skvr12178320
t061500_0960	Soutajien rukous*	skvr01221250,skvr01221260,skvr03103460,skvr03105230,skvr03107310,skvr03113200,skvr06130920
t061500_0970	Suuttuneen manaus	skvr12179540
t061500_0980	Syöpäläisiä torjutaan taloa rakentaessa	skvr01219940,skvr01220020,skvr01220030,skvr01220040,skvr01220050,skvr01220060,skvr07250020,skvr07250030,skvr07250040,skvr07250050,skvr07250060,skvr07250070,skvr07250080,skvr11122850,skvr12177320,skvr12178520,skvr12178580,skvr13100660
t061600_0800	Sammakon synty	skvr01204501,skvr01204500,skvr01204510,skvr01204520,skvr01204530,skvr05225550,skvr07212490,skvr07212520,skvr07212530,skvr07212550,skvr12151410,skvr12151420,skvr12151460,skvr12151470,skvr12151490,skvr12151510,skvr12151530,skvr12151570,skvr12151580,skvr12151590,skvr12185870,skvr13088040,skvr13088050,skvr13088070,skvr13088080,skvr13088090,skvr13088200,skvr13088230,skvr13088890
t061600_0810	Saunan synty	skvr09301720,skvr10134600,skvr12153140,skvr12153150
t061600_0820	Sian synty	skvr06129810,skvr06158040,skvr07213890,skvr07209990,skvr07303410,skvr07303420,skvr07303430,skvr07303440,skvr12174370,skvr12174380
t061600_0830	Siikasen synty	skvr01203410,skvr01203450,skvr09409430,skvr09409730,skvr09409890,skvr06136140,skvr06136150,skvr06136160,skvr06136220,skvr06136240,skvr06136260,skvr06136360,skvr06136370,skvr06136420,skvr06136480,skvr06136490,skvr06136540,skvr06136680,skvr06136720,skvr06136760,skvr06136780,skvr06136800,skvr06136820,skvr06136840,skvr06172400,skvr06172510,skvr07213650,skvr07205020,skvr07205070,skvr07205110,skvr07205120,skvr07205130,skvr07205170,skvr07205190,skvr07205200,skvr07205250,skvr07205270,skvr07205280,skvr07205290,skvr07205310,skvr07205350,skvr07205390,skvr07205410,skvr07205420,skvr07205430,skvr07205440,skvr07205451,skvr07205450,skvr07205500,skvr07205510,skvr07205530,skvr07205540,skvr07205550,skvr07205570,skvr07205580,skvr07205590,skvr07205630,skvr07205640,skvr07205650,skvr07205670,skvr07205680,skvr07205690,skvr07205700,skvr07205710,skvr07205730,skvr07205770,skvr07205830,skvr07205860,skvr07205870,skvr07205890,skvr07205900,skvr07205930,skvr07205950,skvr07205970,skvr07205980,skvr07205990,skvr07206010,skvr10122860,skvr12144220,skvr12144310,skvr12144330,skvr12144370,skvr12144450,skvr12144460,skvr12144480,skvr12144490,skvr12144500,skvr12144510,skvr12144560,skvr12144610,skvr12144710,skvr12144750,skvr12144820,skvr12185060,skvr13094550,skvr14124310,skvr15106550
t061600_0840	Silmien synty	skvr06142570
t061600_0850	Sisiliskon synty	skvr01204540,skvr01204550,skvr01204580,skvr01204590,skvr01204640,skvr01204650,skvr01204660,skvr02107720,skvr09407290,skvr09407300,skvr09407310,skvr06140030,skvr06140050,skvr06140060,skvr06140070,skvr06140080,skvr06140090,skvr06140100,skvr07212570,skvr07212590,skvr07212600,skvr07212610,skvr07212620,skvr07212630,skvr07212640,skvr07212650,skvr07212661,skvr07212660,skvr07212670,skvr07212680,skvr07212700,skvr07212710,skvr07212720,skvr07212730,skvr07212750,skvr07212760,skvr07212770,skvr07212780,skvr07212790,skvr07212810,skvr07212820,skvr12151650,skvr12151660,skvr12151670,skvr12151680,skvr12151690,skvr12151700,skvr12151710,skvr12151720,skvr12151730,skvr12151740,skvr12151751,skvr12151750,skvr12151760,skvr12151770,skvr12151780,skvr12151790,skvr12151820,skvr12151830,skvr12151840,skvr12151850,skvr12151860,skvr12151870,skvr12151880,skvr12151890,skvr12151900,skvr12151910,skvr12151920,skvr12151930,skvr12151960,skvr12151970,skvr12151980,skvr12152000,skvr12152020,skvr12152030,skvr12152040,skvr12152050,skvr12152070,skvr12152080,skvr12152090,skvr12152100,skvr12152110,skvr12152120,skvr12152130,skvr12152140,skvr12152150,skvr12152160,skvr12152170,skvr12152190,skvr12152200,skvr12152210,skvr12152230,skvr12152240,skvr12152250,skvr12152270,skvr12152290,skvr12152310,skvr12152320,skvr12185880,skvr12185890,skvr12185900,skvr12185920,skvr12185930,skvr12185940,skvr12185950,skvr12185960,skvr12185970,skvr12185980,skvr12185990,skvr15102750,skvr15102760
t061600_0860	Suden synty	skvr05225800,skvr05225810,skvr05225820,skvr05226520,skvr05226530,skvr06100240,skvr06154540,skvr06154550,skvr06154560,skvr06154570,skvr07212850,skvr07212860,skvr07212870,skvr07212880,skvr07212890,skvr07212900,skvr07212910,skvr07212920,skvr07212930,skvr07212940,skvr07212950,skvr07212960,skvr07302060,skvr07303210,skvr07303220,skvr11119270,skvr12154100,skvr12169230,skvr12169240,skvr13089530,skvr13089541,skvr13089540,skvr13089570,skvr13089580,skvr13089590,skvr13089600,skvr13089611,skvr13089610,skvr13089630,skvr13089640,skvr15103350
t061600_0870	Suolan synty	skvr06153090,skvr07251170
t061600_0880	Syövän synty	skvr13094970
t061600_0890	Syyhyn synty	skvr06142930,skvr06142940,skvr12162480
t061600_0900	Syöpäläisten synty	skvr07228800
t061700_0040	Suden luuta hauvin hammas	skvr05225820,skvr07212450,skvr07212460
t061900_0100	Sämpsä poika Pellervoinen	skvr12139750
t062000_0080	Sodan ennustelu muurahaispesästä	skvr13134300
t062000_0090	Sään tiedustelu etanalta	skvr01220310,skvr01220320,skvr02113990,skvr02114000,skvr03145940,skvr03145950,skvr09316130,skvr09316140,skvr09316150,skvr09316160,skvr09316170,skvr09316180,skvr09316191,skvr09316192,skvr09316190,skvr09316200,skvr09316210,skvr09316220,skvr09316230,skvr09316240,skvr09316250,skvr09316260,skvr09316270,skvr09316280,skvr09316290,skvr09316300,skvr09316310,skvr09316320,skvr09316330,skvr09316340,skvr09316350,skvr09316361,skvr09316362,skvr09316360,skvr09316370,skvr09316380,skvr09316390,skvr09316400,skvr09416450,skvr09416460,skvr09416470,skvr09416480,skvr09416490,skvr06121580,skvr06121590,skvr06121600,skvr06121610,skvr06121620,skvr06121630,skvr06121640,skvr06121650,skvr06121660,skvr06121670,skvr06121680,skvr06121690,skvr06121700,skvr06121710,skvr06121720,skvr06169950,skvr06169960,skvr06169970,skvr06169980,skvr06169990,skvr06170000,skvr07251480,skvr07251490,skvr07251500,skvr07251510,skvr07251520,skvr08145820,skvr08145830,skvr08145840,skvr08145850,skvr08145860,skvr08145880,skvr08145890,skvr08145900,skvr08145910,skvr08145920,skvr08145930,skvr08145940,skvr08145950,skvr08145960,skvr08145970,skvr08107290,skvr08107300,skvr08107310,skvr08107320,skvr08107330,skvr08107340,skvr08107350,skvr08107360,skvr08107370,skvr08107380,skvr08107390,skvr08107400,skvr08107410,skvr08107420,skvr08107430,skvr08107440,skvr08107450,skvr08107460,skvr08107470,skvr08107480,skvr08107490,skvr08107500,skvr08107510,skvr08107520,skvr08107530,skvr08107540,skvr08107550,skvr08107560,skvr08107570,skvr08107580,skvr08107590,skvr08107600,skvr08107610,skvr08107620,skvr08107630,skvr08107640,skvr08107650,skvr08107660,skvr08107670,skvr08107680,skvr08107690,skvr08107700,skvr08107710,skvr08107720,skvr08107730,skvr08107740,skvr08107750,skvr08107760,skvr08107770,skvr08107780,skvr08107790,skvr08107800,skvr08107810,skvr08107820,skvr08107830,skvr08107840,skvr08107850,skvr08107860,skvr08107870,skvr10152230,skvr10152240,skvr10152250,skvr10152260,skvr10152270,skvr10152280,skvr10152290,skvr10152300,skvr10152310,skvr10152320,skvr10152330,skvr10152340,skvr10152350,skvr10152360,skvr10152370,skvr10152380,skvr10152390,skvr10152400,skvr10152410,skvr10152420,skvr10152430,skvr10152440,skvr11124530,skvr11124540,skvr11124550,skvr11124560,skvr11124570,skvr12180290,skvr12180300,skvr12180310,skvr13102900,skvr13102910,skvr13102920,skvr13102930,skvr13102940,skvr13102950,skvr13102960,skvr13102970,skvr13133750,skvr13133760,skvr13133770,skvr13133780,skvr13133790,skvr13133800,skvr13133810,skvr13133820,skvr13133830,skvr13133840,skvr13133850,skvr13133860,skvr13133870,skvr13133880,skvr13133890,skvr13133900,skvr13133910,skvr13133920,skvr13133930,skvr13133940,skvr13133950,skvr13133960,skvr13133970,skvr13133980,skvr14127140,skvr14127150,skvr14127160,skvr14127170,skvr14127180,skvr14127190,skvr14127200,skvr14127210,skvr14127220,skvr14127230,skvr14127240,skvr14127250,skvr14127260,skvr14127270,skvr14127280,skvr14127290,skvr14127300,skvr14127310,skvr14127320,skvr14127330,skvr14127340,skvr14127350,skvr14127360,skvr14127370,skvr14127380,skvr14127390,skvr14127400,skvr14127410,skvr14127420,skvr14127430,skvr14127440,skvr14127450,skvr14127460,skvr14127470
t062000_0100	Sään tiedustelu sontiaiselta	skvr08109560
t070100_2920	Saa tyhjän pyytämättä	skvr05208070,skvr05208090,skvr05200910,skvr05305710,skvr05305730,skvr13024830,skvr13027620
t070100_2930	Saap on Luoja luovustaan	skvr01113880,skvr04101700,skvr05222970,skvr05205980,skvr07146230,skvr13024460,skvr13028620,skvr13029740,skvr13030230
t070100_2940	Saattaa se hyvä Jumala hyvänki talon emännän säätä säkki kainalohon	skvr15105360
t070100_2950	Salitellen kalan saanti	skvr08104040
t070100_2960	Sanat kaikki sarvipäitä	skvr07143810
t070100_2970	Sanoa, mitä sylki suuhun tuo	skvr01112860,skvr01112870,skvr01119980,skvr05211630,skvr06107340,skvr12103210,skvr12103220,skvr13040850,skvr13044790,skvr13083820
t070100_2980	Sata luuta hauvin päässä	skvr06127720
t070100_2990	Sata surmoo uroolla	skvr06100991
t070100_3000	Savolainen pulloposki syöpi puuron leivän kanssa	skvr06127730,skvr06171340
t070100_3010	Se on mieli melkeässä, mikä on toisen miehen päässä	skvr01120380
t070100_3020	Senhän kieletön vettää, minkä mieletön pannoo	skvr05309860,skvr13028460
t070100_3030	Seppä syöpi selvän leivän	skvr05311020,skvr12181560,skvr13105160
t070100_3040	Siellä talo, kussa kukko	skvr09100520,skvr12102860,skvr12181120,skvr13083830
t070100_3050	Siihen miestä merkitähän, kuin on tarves tappeluhun	skvr15101700
t070100_3060	Siitä tunnen  kutojan äänen, kun paukkaa pirran piit	skvr13083140,skvr13083150
t070100_3070	Sika ei sinistä tiedä	skvr01119980
t070100_3080	Sika äijä maata kynti, juonut ei jouluna olutta	skvr05111830,skvr05222060,skvr05222120,skvr05222130,skvr05222140,skvr05222200,skvr05222210,skvr05222220,skvr05222230,skvr05311770,skvr05311780,skvr06104820,skvr07118590,skvr13001690,skvr13060270,skvr13060280,skvr13083130,skvr13083290,skvr13083960,skvr13083970,skvr13084220,skvr13110170,skvr15105790
t070100_3090	Silloin on piiat pässillensä, kun on nauris navalle saapi	skvr05222280
t070100_3100	Sinne saari suojelee, kunne saaren puut näkyy	skvr06127740,skvr15101710
t070100_3110	Sitkiä ei sikoa syötä, saita vierast ei ravitse	skvr07124320
t070100_3120	Sitte neitsy neuvottin	skvr15100470
t070100_3130	Sitä kuusta kuuleminen, jonka kuuse juurosessa	skvr13023980
t070100_3140	Sois orja yön tulevan	skvr05210550,skvr05222260,skvr05204660,skvr05312130,skvr13014140,skvr13081500,skvr15105710
t070100_3150	Sois soutaja venneen, jott ei aalto läikyttäisi	skvr05210550,skvr05222290,skvr05222300,skvr05312140,skvr07120880,skvr13083490,skvr13083880,skvr15105720
